"uniprotids","Entanglement","Length","Essential","Total_Mutations_n","Path_Mutations_m","p_hat_m_div_n"
"P04062","Yes",536,"No",113,109,0.964601769911504
"P04070","Yes",461,"No",65,64,0.984615384615385
"P04114","No",1400,"No",102,2,0.0196078431372549
"P04180","Yes",440,"No",31,21,0.67741935483871
"P04275","Yes",1213,"No",66,53,0.803030303030303
"P04439","No",365,"No",11,0,0
"P04440","No",258,"No",15,0,0
"P04637","Yes",393,"No",335,209,0.623880597014925
"P04798","Yes",512,"No",13,0,0
"P04839","Yes",570,"No",89,56,0.629213483146067
"P05023","Yes",1023,"Yes",30,19,0.633333333333333
"P05106","Yes",788,"No",75,64,0.853333333333333
"P05107","Yes",769,"No",29,19,0.655172413793103
"P05155","Yes",500,"No",132,107,0.810606060606061
"P05164","Yes",745,"No",14,6,0.428571428571429
"P05362","No",532,"No",10,0,0
"P05546","Yes",499,"No",12,1,0.0833333333333333
"P06276","Yes",602,"No",13,9,0.692307692307692
"P06280","Yes",429,"No",249,241,0.967871485943775
"P06400","Yes",928,"No",73,37,0.506849315068493
"P06727","No",396,"No",15,0,0
"P06858","Yes",475,"No",71,62,0.873239436619718
"P07101","Yes",528,"No",32,27,0.84375
"P07204","Yes",575,"No",15,2,0.133333333333333
"P07225","Yes",676,"No",44,44,1
"P07437","Yes",444,"Yes",35,34,0.971428571428571
"P07911","Yes",640,"No",106,92,0.867924528301887
"P08034","No",283,"No",147,144,0.979591836734694
"P08069","Yes",1367,"No",29,17,0.586206896551724
"P08183","Yes",1280,"No",10,2,0.2
"P08253","Yes",660,"No",12,5,0.416666666666667
"P08473","Yes",750,"No",16,8,0.5
"P08514","Yes",1039,"No",85,75,0.882352941176471
"P08519","Yes",1400,"No",13,0,0
"P08581","Yes",1390,"No",50,12,0.24
"P08686","Yes",494,"No",65,59,0.907692307692308
"P08709","Yes",466,"No",54,47,0.87037037037037
"P09172","Yes",617,"No",21,0,0
"P09493","No",284,"No",47,47,1
"P09871","Yes",688,"No",10,2,0.2
"P09874","Yes",1014,"No",11,0,0
"P0DP24","No",149,"No",35,34,0.971428571428571
"P10253","Yes",952,"No",232,213,0.918103448275862
"P10600","Yes",412,"No",12,8,0.666666666666667
"P10644","Yes",381,"No",13,11,0.846153846153846
"P10828","Yes",461,"No",61,57,0.934426229508197
"P10916","No",166,"No",13,13,1
"P11150","Yes",499,"No",11,3,0.272727272727273
"P11362","Yes",822,"No",109,92,0.844036697247706
"P11413","Yes",515,"No",197,193,0.979695431472081
"P11473","Yes",427,"No",19,16,0.842105263157895
"P11532","No",1400,"No",173,16,0.092485549132948
"P11586","Yes",935,"No",14,4,0.285714285714286
"P11717","Yes",2491,"No",29,3,0.103448275862069
"P12235","Yes",298,"No",14,11,0.785714285714286
"P12318","No",317,"No",10,0,0
"P12644","Yes",408,"No",12,5,0.416666666666667
"P12821","Yes",1306,"No",36,5,0.138888888888889
"P12883","Yes",1935,"No",375,358,0.954666666666667
"P13473","Yes",410,"No",19,6,0.315789473684211
"P13498","No",195,"No",13,9,0.692307692307692
"P13533","Yes",1939,"No",32,7,0.21875
"P13535","Yes",1937,"No",23,1,0.0434782608695652
"P13637","Yes",1013,"No",123,114,0.926829268292683
"P13726","Yes",295,"No",10,0,0
"P14780","Yes",707,"No",10,1,0.1
"P15924","Yes",1271,"No",59,14,0.23728813559322
"P16109","Yes",830,"No",14,0,0
"P16219","Yes",412,"No",34,27,0.794117647058823
"P16234","Yes",1089,"No",27,2,0.0740740740740741
"P16410","No",223,"No",16,15,0.9375
"P16473","No",764,"No",53,45,0.849056603773585
"P16615","Yes",1042,"Yes",40,33,0.825
"P17301","Yes",1181,"No",28,0,0
"P17302","No",382,"No",46,45,0.978260869565217
"P17661","No",470,"No",44,40,0.909090909090909
"P17813","Yes",658,"No",194,84,0.43298969072165
"P18074","Yes",760,"Yes",32,25,0.78125
"P19022","No",906,"No",25,12,0.48
"P19099","Yes",503,"No",34,13,0.382352941176471
"P19367","Yes",917,"No",18,14,0.777777777777778
"P19429","No",210,"No",57,54,0.947368421052632
"P19438","No",455,"No",43,30,0.697674418604651
"P19440","Yes",569,"No",11,0,0
"P19838","Yes",968,"No",21,6,0.285714285714286
"P20020","Yes",1220,"No",11,10,0.909090909090909
"P20594","Yes",1047,"No",34,32,0.941176470588235
"P20701","Yes",1170,"No",11,0,0
"P20936","Yes",1047,"No",26,5,0.192307692307692
"P21333","Yes",2647,"No",261,45,0.172413793103448
"P21359","Yes",1239,"No",262,238,0.908396946564885
"P21583","No",273,"No",11,8,0.727272727272727
"P21757","Yes",451,"No",15,5,0.333333333333333
"P21817","Yes",1400,"No",60,46,0.766666666666667
"P21912","Yes",280,"No",78,71,0.91025641025641
"P22105","No",1400,"No",36,2,0.0555555555555556
"P22413","Yes",925,"No",35,25,0.714285714285714
"P22460","No",613,"No",12,2,0.166666666666667
"P22607","Yes",806,"No",73,45,0.616438356164384
"P22894","Yes",467,"No",14,0,0
"P23467","Yes",1997,"No",15,0,0
"P24043","Yes",1400,"No",44,10,0.227272727272727
"P24298","Yes",496,"No",12,0,0
"P24557","Yes",533,"No",20,4,0.2
"P24821","Yes",2201,"No",71,3,0.0422535211267606
"P25025","No",360,"No",10,1,0.1
"P25391","Yes",1400,"No",31,2,0.0645161290322581
"P25445","No",335,"No",38,33,0.868421052631579
"P25963","No",317,"No",24,6,0.25
"P27986","Yes",724,"No",15,11,0.733333333333333
"P28331","Yes",727,"No",16,16,1
"P28482","Yes",360,"No",14,13,0.928571428571429
"P28799","No",593,"No",15,6,0.4
"P29317","Yes",976,"No",26,4,0.153846153846154
"P29474","Yes",1203,"No",19,2,0.105263157894737
"P29965","Yes",261,"No",41,29,0.707317073170732
"P29992","Yes",359,"No",14,13,0.928571428571429
"P30518","Yes",371,"No",70,40,0.571428571428571
"P30533","No",357,"No",13,0,0
"P30793","No",250,"No",34,33,0.970588235294118
"P31040","Yes",664,"No",28,23,0.821428571428571
"P31327","Yes",1500,"No",101,51,0.504950495049505
"P31513","Yes",532,"No",34,20,0.588235294117647
"P34913","Yes",555,"No",11,0,0
"P35222","No",781,"No",30,22,0.733333333333333
"P35228","Yes",1153,"No",12,0,0
"P35499","Yes",1836,"No",121,103,0.851239669421488
"P35520","Yes",551,"No",110,106,0.963636363636364
"P35555","Yes",1271,"No",641,613,0.956318252730109
"P35556","No",1312,"No",143,41,0.286713286713287
"P35557","Yes",465,"No",310,300,0.967741935483871
"P35579","Yes",1960,"No",120,45,0.375
"P35609","Yes",894,"No",49,8,0.163265306122449
"P35749","Yes",1972,"No",28,6,0.214285714285714
"P35916","Yes",1363,"No",60,27,0.45
"P35968","Yes",1356,"No",19,2,0.105263157894737
"P36507","Yes",400,"No",33,21,0.636363636363636
"P36776","Yes",959,"Yes",77,8,0.103896103896104
"P36888","Yes",993,"No",27,7,0.259259259259259
"P36897","Yes",503,"No",58,50,0.862068965517241
"P37023","Yes",503,"No",211,200,0.947867298578199
"P37088","Yes",669,"No",13,3,0.230769230769231
"P37173","Yes",567,"No",108,99,0.916666666666667
"P37231","Yes",505,"No",24,20,0.833333333333333
"P38435","Yes",758,"No",21,15,0.714285714285714
"P38571","Yes",399,"No",49,42,0.857142857142857
"P40189","Yes",918,"No",16,2,0.125
"P40337","Yes",213,"Yes",170,159,0.935294117647059
"P40763","No",770,"No",107,84,0.785046728971963
"P40939","Yes",763,"No",27,17,0.62962962962963
"P41440","Yes",591,"No",11,1,0.0909090909090909
"P42336","Yes",1068,"No",80,74,0.925
"P42345","Yes",2549,"Yes",269,41,0.152416356877323
"P42658","Yes",865,"No",13,0,0
"P42771","No",156,"No",49,39,0.795918367346939
"P42892","Yes",770,"No",10,4,0.4
"P42898","Yes",656,"No",60,47,0.783333333333333
"P45379","No",298,"No",55,52,0.945454545454545
"P45452","Yes",471,"No",13,9,0.692307692307692
"P46734","Yes",347,"No",15,0,0
"P47989","Yes",1333,"No",26,1,0.0384615384615385
"P48048","Yes",391,"No",33,29,0.878787878787879
"P48544","Yes",419,"No",15,8,0.533333333333333
"P48736","Yes",1102,"No",12,3,0.25
"P49279","Yes",550,"No",13,0,0
"P49327","Yes",2511,"No",60,0,0
"P49336","Yes",464,"No",13,12,0.923076923076923
"P49748","Yes",655,"No",148,142,0.959459459459459
"P49768","No",467,"No",121,117,0.966942148760331
"P49810","No",448,"No",15,6,0.4
"P49917","Yes",911,"No",32,19,0.59375
"P49959","Yes",708,"No",27,4,0.148148148148148
"P50281","Yes",582,"No",12,2,0.166666666666667
"P50440","Yes",423,"No",16,8,0.5
"P50993","Yes",1020,"No",75,65,0.866666666666667
"P51168","Yes",640,"No",21,10,0.476190476190476
"P51451","Yes",505,"No",18,2,0.111111111111111
"P51654","Yes",580,"No",53,5,0.0943396226415094
"P51800","Yes",687,"No",28,2,0.0714285714285714
"P51801","Yes",687,"No",49,22,0.448979591836735
"P54098","Yes",1239,"No",132,114,0.863636363636364
"P54289","Yes",1103,"No",15,1,0.0666666666666667
"P54760","Yes",987,"No",87,20,0.229885057471264
"P55011","Yes",1212,"No",19,4,0.210526315789474
"P55017","Yes",1021,"No",161,146,0.906832298136646
"P55075","Yes",233,"No",12,10,0.833333333333333
"P55084","Yes",474,"No",27,25,0.925925925925926
"P55157","Yes",894,"No",22,5,0.227272727272727
"P55211","Yes",416,"No",13,0,0
"P56539","No",151,"No",20,17,0.85
"P57679","No",992,"No",40,6,0.15
"P60484","Yes",403,"No",227,222,0.977973568281938
"P61812","Yes",414,"No",18,12,0.666666666666667
"P62140","Yes",327,"Yes",11,11,1
"P62736","Yes",377,"No",28,28,1
"P63000","Yes",192,"No",21,20,0.952380952380952
"P63252","Yes",427,"No",53,51,0.962264150943396
"P63261","Yes",375,"Yes",55,53,0.963636363636364
"P63316","No",161,"No",12,12,1
"P68032","Yes",377,"No",17,15,0.882352941176471
"P68133","Yes",377,"No",171,171,1
"P69905","No",142,"NT",74,47,0.635135135135135
"P78352","Yes",724,"No",12,6,0.5
"P78504","Yes",1218,"No",89,37,0.415730337078652
"P78536","Yes",824,"No",10,0,0
"P80365","Yes",405,"No",14,10,0.714285714285714
"P82279","Yes",1406,"No",192,175,0.911458333333333
"P84022","Yes",425,"No",40,37,0.925
"P98160","No",1400,"No",30,2,0.0666666666666667
"P98161","Yes",1400,"No",138,48,0.347826086956522
"Q00604","No",133,"No",39,37,0.948717948717949
"Q00796","Yes",357,"No",12,5,0.416666666666667
"Q01638","Yes",556,"No",15,0,0
"Q02318","Yes",531,"No",41,32,0.780487804878049
"Q02487","No",901,"No",16,1,0.0625
"Q02750","Yes",393,"No",43,38,0.883720930232558
"Q02763","Yes",1124,"No",42,15,0.357142857142857
"Q02809","Yes",727,"No",20,5,0.25
"Q04656","Yes",1500,"No",239,39,0.163179916317992
"Q04771","Yes",509,"No",22,10,0.454545454545455
"Q05586","Yes",938,"No",117,80,0.683760683760684
"Q06124","Yes",593,"No",143,132,0.923076923076923
"Q07699","Yes",218,"No",13,8,0.615384615384615
"Q07864","Yes",2286,"Yes",45,9,0.2
"Q07889","Yes",1333,"No",112,64,0.571428571428571
"Q07890","Yes",1332,"No",81,10,0.123456790123457
"Q08209","Yes",521,"No",23,18,0.782608695652174
"Q09428","Yes",1581,"No",131,124,0.946564885496183
"Q12768","Yes",1159,"No",18,12,0.666666666666667
"Q12866","Yes",999,"No",33,16,0.484848484848485
"Q13087","Yes",525,"No",11,0,0
"Q13093","Yes",441,"No",11,0,0
"Q13219","Yes",1627,"No",16,0,0
"Q13315","Yes",1400,"No",70,20,0.285714285714286
"Q13326","No",291,"No",11,7,0.636363636363636
"Q13424","Yes",505,"No",16,1,0.0625
"Q13426","No",336,"No",12,4,0.333333333333333
"Q13485","Yes",552,"No",34,29,0.852941176470588
"Q13510","Yes",395,"No",48,39,0.8125
"Q13635","Yes",1447,"No",187,44,0.235294117647059
"Q13642","No",323,"No",37,26,0.702702702702703
"Q13797","Yes",1035,"No",12,0,0
"Q14315","Yes",1325,"No",66,9,0.136363636363636
"Q14517","Yes",1400,"No",44,4,0.0909090909090909
"Q14563","Yes",771,"No",10,0,0
"Q14624","Yes",930,"No",20,0,0
"Q14896","Yes",1274,"No",63,35,0.555555555555556
"Q15031","Yes",903,"No",31,21,0.67741935483871
"Q15303","Yes",1308,"No",11,3,0.272727272727273
"Q15306","Yes",451,"No",11,2,0.181818181818182
"Q15582","Yes",683,"No",24,18,0.75
"Q15796","Yes",467,"No",12,12,1
"Q15831","Yes",433,"No",50,43,0.86
"Q15910","Yes",746,"No",55,33,0.6
"Q16585","No",318,"No",19,17,0.894736842105263
"Q16586","Yes",387,"No",53,50,0.943396226415094
"Q16595","No",210,"No",10,6,0.6
"Q16635","Yes",292,"No",23,23,1
"Q16678","Yes",543,"No",48,40,0.833333333333333
"Q16853","Yes",763,"No",13,0,0
"Q2NKJ3","Yes",1217,"No",31,12,0.387096774193548
"Q30201","No",348,"No",10,5,0.5
"Q32P41","Yes",509,"Yes",13,1,0.0769230769230769
"Q4G0X9","No",1142,"No",34,2,0.0588235294117647
"Q59H18","Yes",835,"No",26,5,0.192307692307692
"Q5HYJ1","Yes",363,"No",10,1,0.1
"Q5JPH6","Yes",523,"No",20,15,0.75
"Q5JTZ9","Yes",985,"No",39,18,0.461538461538462
"Q5VST9","Yes",1400,"NT",105,0,0
"Q6KC79","Yes",1204,"No",52,14,0.269230769230769
"Q6Q788","No",366,"No",13,0,0
"Q6TFL4","Yes",600,"No",10,8,0.8
"Q6ZS30","No",2694,"No",13,0,0
"Q70HW3","No",274,"No",12,3,0.25
"Q76LX8","Yes",1427,"No",60,33,0.55
"Q7LG56","Yes",351,"No",13,13,1
"Q7Z494","Yes",1330,"No",17,10,0.588235294117647
"Q86X45","No",466,"No",11,4,0.363636363636364
"Q86Y38","Yes",959,"No",18,2,0.111111111111111
"Q8IVF4","Yes",1400,"No",34,0,0
"Q8IWV7","Yes",1749,"No",43,5,0.116279069767442
"Q8N119","Yes",569,"No",15,8,0.533333333333333
"Q8N653","Yes",840,"No",47,32,0.680851063829787
"Q8N9W5","Yes",541,"No",14,5,0.357142857142857
"Q8NB91","Yes",859,"No",50,3,0.06
"Q8NBP7","Yes",692,"No",41,17,0.414634146341463
"Q8NCH0","Yes",376,"No",16,6,0.375
"Q8NCM8","Yes",1400,"No",32,17,0.53125
"Q8NER1","Yes",839,"No",16,1,0.0625
"Q8NF91","No",1400,"No",18,2,0.111111111111111
"Q8TCS8","Yes",783,"Yes",24,14,0.583333333333333
"Q8TD43","Yes",1214,"No",32,4,0.125
"Q8TE73","Yes",1400,"No",166,3,0.0180722891566265
"Q8WXH0","No",1400,"No",32,0,0
"Q8WZ42","No",1400,"No",53,3,0.0566037735849057
"Q92736","Yes",1400,"No",54,38,0.703703703703704
"Q92743","Yes",480,"No",25,19,0.76
"Q92887","Yes",1545,"No",37,11,0.297297297297297
"Q92901","Yes",407,"No",14,6,0.428571428571429
"Q92963","Yes",219,"No",36,35,0.972222222222222
"Q92990","No",594,"No",14,0,0
"Q969Y2","Yes",492,"No",21,11,0.523809523809524
"Q96AD5","Yes",504,"No",15,5,0.333333333333333
"Q96C45","Yes",1275,"No",22,0,0
"Q96DP5","Yes",389,"No",19,8,0.421052631578947
"Q96DT5","Yes",1400,"No",371,4,0.0107816711590297
"Q96HD1","No",420,"No",11,4,0.363636363636364
"Q96I59","Yes",477,"No",17,8,0.470588235294118
"Q96JA1","No",1093,"No",32,0,0
"Q96JQ0","Yes",1400,"No",27,0,0
"Q96L58","Yes",329,"No",20,17,0.85
"Q96M91","No",514,"No",12,0,0
"Q96MC2","No",740,"No",25,1,0.04
"Q96N87","Yes",628,"No",20,0,0
"Q96RR1","Yes",684,"No",42,39,0.928571428571429
"Q96S42","Yes",347,"No",11,2,0.181818181818182
"Q96T60","Yes",521,"No",14,8,0.571428571428571
"Q99497","Yes",189,"No",11,8,0.727272727272727
"Q99707","Yes",1265,"No",23,7,0.304347826086957
"Q99715","Yes",1400,"No",61,1,0.0163934426229508
"Q99758","Yes",1704,"No",52,34,0.653846153846154
"Q99797","Yes",713,"No",19,3,0.157894736842105
"Q9BPU6","Yes",564,"No",11,0,0
"Q9BQ52","Yes",826,"Yes",18,8,0.444444444444444
"Q9BQL6","Yes",677,"No",13,1,0.0769230769230769
"Q9BTV4","Yes",400,"No",19,1,0.0526315789473684
"Q9BUB7","No",260,"No",11,3,0.272727272727273
"Q9BV79","Yes",373,"No",10,4,0.4
"Q9BW92","Yes",718,"Yes",18,10,0.555555555555556
"Q9BX79","Yes",667,"No",21,9,0.428571428571429
"Q9BXM7","Yes",581,"No",16,8,0.5
"Q9BY41","Yes",377,"No",56,39,0.696428571428571
"Q9BYX4","Yes",1025,"No",142,37,0.26056338028169
"Q9BZD2","Yes",475,"No",21,9,0.428571428571429
"Q9BZE2","Yes",481,"No",16,5,0.3125
"Q9C0G6","Yes",1400,"No",13,0,0
"Q9GZS0","Yes",605,"No",16,3,0.1875
"Q9H0R6","Yes",528,"No",11,2,0.181818181818182
"Q9H1B5","Yes",865,"No",13,3,0.230769230769231
"Q9H221","Yes",673,"No",30,7,0.233333333333333
"Q9H222","Yes",651,"No",17,5,0.294117647058824
"Q9H4F8","Yes",434,"No",11,4,0.363636363636364
"Q9H845","Yes",621,"No",40,26,0.65
"Q9H9S5","Yes",495,"No",58,55,0.948275862068966
"Q9HA77","Yes",564,"No",10,0,0
"Q9HAV0","No",340,"No",13,6,0.461538461538462
"Q9HAV4","No",1204,"Yes",11,0,0
"Q9HC29","Yes",1040,"No",64,17,0.265625
"Q9HCE0","No",2579,"No",50,4,0.08
"Q9HCN6","Yes",339,"No",23,1,0.0434782608695652
"Q9HCR9","Yes",933,"No",14,0,0
"Q9HCU4","Yes",1323,"No",21,2,0.0952380952380952
"Q9NPJ1","Yes",570,"No",21,15,0.714285714285714
"Q9NQC7","Yes",956,"No",10,3,0.3
"Q9NR96","Yes",1032,"No",10,1,0.1
"Q9NSE4","Yes",1012,"Yes",21,9,0.428571428571429
"Q9NST1","Yes",481,"No",15,0,0
"Q9NSU2","Yes",314,"No",10,9,0.9
"Q9NVI7","Yes",634,"No",24,6,0.25
"Q9NVS9","Yes",261,"No",13,12,0.923076923076923
"Q9NWS8","Yes",449,"No",15,8,0.533333333333333
"Q9NYC9","Yes",1400,"No",33,0,0
"Q9NZ08","Yes",941,"No",20,0,0
"Q9NZK5","Yes",511,"No",33,28,0.848484848484849
"Q9NZM1","Yes",2061,"No",25,1,0.04
"Q9P2K8","Yes",1649,"No",32,9,0.28125
"Q9UBK8","Yes",698,"No",23,6,0.260869565217391
"Q9UBN7","Yes",1215,"No",21,1,0.0476190476190476
"Q9UEF7","Yes",1012,"No",14,0,0
"Q9UFE4","No",941,"No",16,1,0.0625
"Q9UGM6","Yes",360,"No",15,9,0.6
"Q9UHN1","Yes",485,"No",10,2,0.2
"Q9UI46","Yes",699,"No",27,11,0.407407407407407
"Q9UI47","No",895,"No",22,1,0.0454545454545455
"Q9UIR0","Yes",455,"No",21,0,0
"Q9UK05","Yes",429,"No",18,4,0.222222222222222
"Q9UK17","No",655,"No",25,21,0.84
"Q9UL01","Yes",958,"No",12,2,0.166666666666667
"Q9ULV1","No",537,"No",27,18,0.666666666666667
"Q9UPQ8","No",538,"No",14,9,0.642857142857143
"Q9UQ13","No",582,"No",14,5,0.357142857142857
"Q9Y243","Yes",479,"No",15,13,0.866666666666667
"Q9Y2L1","Yes",958,"Yes",12,1,0.0833333333333333
"Q9Y2Z2","Yes",717,"No",16,9,0.5625
"Q9Y2Z4","Yes",477,"Yes",16,13,0.8125
"Q9Y397","No",364,"No",14,5,0.357142857142857
"Q9Y4D7","Yes",1925,"No",39,4,0.102564102564103
"Q9Y4W6","Yes",797,"Yes",41,37,0.902439024390244
"Q9Y5H5","Yes",950,"No",22,0,0
"Q9Y5Q5","Yes",1042,"No",17,2,0.117647058823529
"Q9Y5S8","Yes",564,"No",13,0,0
"Q9Y5X9","Yes",500,"No",14,0,0
"Q9Y606","Yes",427,"No",14,5,0.357142857142857
"Q9Y6A1","Yes",747,"No",31,20,0.645161290322581
"Q9Y6K1","Yes",912,"No",62,56,0.903225806451613
"Q9Y6K9","No",419,"No",17,13,0.764705882352941
